Mission ID,Launch_Year,Launch_Month,Launch_Day,Country,Agency,Rocket,Launch_Site,Payload_kg,Launch_Cost_USD,Fuel_Used_Tons,Mission_Duration_Days,Delay_Days,Crew_Size,Weather,Orbit_Type,Satellite_Type,Mission_Status,Failure_Reason,Revenue_USD
177,2001,7,28,Russia,NASA,H-IIA,Kennedy Space Center,46438,151000000,857,146,9,5,Cloudy,Polar,Military,Failure,Fuel Leak,299000000
178,2009,2,21,USA,ISRO,Falcon 9,Guiana Space Centre,31009,328000000,959,214,10,3,Storm,MEO,Weather,Success,No Failure,340000000
179,2012,9,9,Japan,SpaceX,Falcon Heavy,Jiuquan Satellite Launch Center,21765,77000000,515,128,14,0,Storm,MEO,Military,Success,No Failure,223000000
180,2024,2,10,Russia,CNSA,GSLV Mk III,Satish Dhawan Space Centre,17418,131000000,690,294,6,4,Storm,Polar,Weather,Failure,Fuel Leak,249000000
181,2020,10,25,USA,NASA,Long March 5,Satish Dhawan Space Centre,40845,104000000,450,149,5,4,Rain,Polar,Weather,Success,No Failure,156000000
182,2005,1,23,India,ESA,Ariane 6,Satish Dhawan Space Centre,6230,350000000,610,327,4,3,Rain,Sun-Synchronous,Weather,Success,No Failure,468000000
183,2011,9,8,France,ISRO,Long March 5,Jiuquan Satellite Launch Center,8976,333000000,647,140,1,7,Clear,GEO,Military,Success,No Failure,480000000
184,2011,9,1,India,ESA,Soyuz,Tanegashima Space Center,41255,135000000,534,292,13,0,Storm,Sun-Synchronous,Navigation,Failure,Fuel Leak,245000000
185,2019,7,8,USA,ESA,Long March 5,Guiana Space Centre,11361,334000000,705,122,14,4,Storm,LEO,Scientific,Success,No Failure,431000000
186,2010,6,11,China,NASA,Falcon Heavy,Guiana Space Centre,26205,181000000,696,11,14,2,Rain,LEO,Weather,Success,No Failure,313000000
187,2025,12,5,UAE,ISRO,H-IIA,Baikonur Cosmodrome,41963,305000000,960,283,4,2,Cloudy,Sun-Synchronous,Scientific,Failure,Engine Failure,346000000
188,2022,1,9,UAE,ESA,Ariane 6,Guiana Space Centre,4641,457000000,676,252,14,7,Storm,Sun-Synchronous,Scientific,Success,No Failure,534000000
189,2024,10,17,UAE,JAXA,Long March 5,Guiana Space Centre,41204,343000000,326,194,9,2,Clear,GEO,Weather,Success,No Failure,455000000
190,2006,10,1,China,JAXA,Starship,Baikonur Cosmodrome,30339,225000000,115,330,6,5,Storm,Polar,Military,Success,No Failure,369000000
191,2000,10,17,Russia,ISRO,Falcon 9,Guiana Space Centre,22745,350000000,748,195,10,5,Rain,LEO,Communication,Success,No Failure,532000000
192,2000,1,6,UAE,Roscosmos,GSLV Mk III,Guiana Space Centre,19267,87000000,993,81,12,6,Storm,Polar,Communication,Success,No Failure,142000000
193,2024,1,27,India,CNSA,H-IIA,Kennedy Space Center,19331,429000000,906,107,5,2,Clear,MEO,Communication,Success,No Failure,498000000
194,2024,7,27,China,ESA,Ariane 6,Jiuquan Satellite Launch Center,38072,406000000,250,321,5,0,Cloudy,MEO,Weather,Success,No Failure,572000000
195,2019,7,14,China,ESA,H-IIA,Baikonur Cosmodrome,47583,267000000,517,206,4,6,Cloudy,Polar,Scientific,Success,No Failure,340000000
196,2012,11,14,UAE,ISRO,Soyuz,Kennedy Space Center,20153,76000000,483,209,13,5,Clear,MEO,Communication,Success,No Failure,191000000
197,2008,11,5,India,JAXA,Falcon Heavy,Tanegashima Space Center,9068,184000000,187,127,13,3,Clear,LEO,Weather,Success,No Failure,367000000
198,2002,3,17,Japan,CNSA,Falcon 9,Baikonur Cosmodrome,42645,185000000,101,34,14,3,Storm,LEO,Weather,Success,No Failure,324000000
199,2006,12,4,China,Roscosmos,Soyuz,Jiuquan Satellite Launch Center,28355,316000000,774,64,8,0,Storm,MEO,Weather,Success,No Failure,328000000
200,2005,11,9,UAE,ESA,Falcon Heavy,Guiana Space Centre,40330,23000000,501,17,0,3,Rain,LEO,Military,Success,No Failure,124000000
201,2007,9,7,France,NASA,Long March 5,Guiana Space Centre,14879,429000000,207,249,3,2,Cloudy,MEO,Navigation,Success,No Failure,608000000
202,2008,8,5,USA,JAXA,Ariane 6,Kennedy Space Center,3347,314000000,851,105,6,0,Cloudy,GEO,Military,Success,No Failure,391000000
203,2004,6,14,Russia,ISRO,GSLV Mk III,Kennedy Space Center,24542,384000000,911,345,0,2,Clear,GEO,Scientific,Success,No Failure,583000000
204,2000,12,20,China,ISRO,Ariane 6,Tanegashima Space Center,24330,125000000,255,108,12,3,Rain,Polar,Weather,Success,No Failure,164000000
205,2018,5,13,France,JAXA,Starship,Tanegashima Space Center,24967,127000000,391,222,11,6,Storm,MEO,Military,Failure,Navigation Error,167000000
206,2009,2,17,France,ESA,H-IIA,Jiuquan Satellite Launch Center,34000,189000000,882,176,10,4,Clear,GEO,Communication,Success,No Failure,367000000
207,2011,7,23,China,Roscosmos,Starship,Guiana Space Centre,40581,286000000,365,228,14,0,Clear,GEO,Navigation,Success,No Failure,317000000
208,2023,11,2,Japan,ESA,H-IIA,Satish Dhawan Space Centre,24120,286000000,185,190,3,1,Clear,LEO,Weather,Failure,Software Bug,368000000
209,2014,11,2,USA,JAXA,Ariane 6,Tanegashima Space Center,46077,73000000,124,213,5,7,Cloudy,Polar,Military,Success,No Failure,91000000
210,2021,8,6,Russia,SpaceX,Long March 5,Guiana Space Centre,35426,185000000,498,221,9,6,Storm,Polar,Communication,Success,No Failure,353000000
211,2023,1,7,China,ESA,GSLV Mk III,Tanegashima Space Center,24695,273000000,118,324,7,1,Storm,GEO,Communication,Success,No Failure,426000000
212,2008,5,16,Russia,CNSA,Falcon 9,Baikonur Cosmodrome,44754,295000000,862,162,6,5,Clear,GEO,Military,Success,No Failure,339000000
213,2019,5,25,India,JAXA,GSLV Mk III,Kennedy Space Center,28722,173000000,610,298,11,7,Clear,Polar,Military,Failure,Engine Failure,332000000
214,2016,6,3,France,CNSA,Long March 5,Guiana Space Centre,5119,147000000,251,249,8,2,Rain,LEO,Scientific,Success,No Failure,274000000
215,2016,6,20,France,JAXA,Falcon Heavy,Tanegashima Space Center,11003,95000000,623,190,14,3,Storm,Sun-Synchronous,Weather,Success,No Failure,284000000
216,2025,8,14,China,SpaceX,Ariane 6,Kennedy Space Center,32787,394000000,216,12,6,2,Clear,LEO,Communication,Success,No Failure,590000000
217,2019,6,27,China,CNSA,Ariane 6,Satish Dhawan Space Centre,20928,240000000,766,68,2,5,Rain,Sun-Synchronous,Scientific,Success,No Failure,390000000
218,2011,6,12,India,CNSA,Ariane 6,Tanegashima Space Center,1710,289000000,710,41,9,5,Clear,Polar,Communication,Success,No Failure,423000000
219,2006,11,22,Japan,NASA,Ariane 6,Guiana Space Centre,12106,453000000,170,260,3,1,Cloudy,Polar,Military,Success,No Failure,641000000
220,2001,11,25,China,ISRO,Falcon 9,Baikonur Cosmodrome,36438,142000000,870,126,2,6,Clear,Polar,Communication,Success,No Failure,318000000
221,2002,5,23,France,CNSA,Starship,Kennedy Space Center,24357,44000000,990,226,8,0,Cloudy,MEO,Communication,Success,No Failure,112000000
222,2016,8,26,Russia,ISRO,Long March 5,Kennedy Space Center,18632,458000000,146,210,14,7,Storm,MEO,Weather,Success,No Failure,595000000
223,2004,7,26,USA,JAXA,Falcon Heavy,Baikonur Cosmodrome,16058,454000000,426,333,10,2,Clear,MEO,Military,Success,No Failure,630000000
224,2016,8,18,UAE,Roscosmos,Long March 5,Guiana Space Centre,1418,125000000,540,330,10,7,Storm,Polar,Communication,Success,No Failure,205000000
225,2023,2,20,Russia,ESA,Soyuz,Jiuquan Satellite Launch Center,26195,125000000,973,265,7,3,Storm,GEO,Navigation,Success,No Failure,310000000
226,2016,11,18,Japan,NASA,Soyuz,Satish Dhawan Space Centre,9397,122000000,102,171,9,1,Storm,Polar,Scientific,Success,No Failure,196000000
227,2016,11,14,USA,JAXA,Soyuz,Jiuquan Satellite Launch Center,22938,493000000,58,1,12,7,Cloudy,Sun-Synchronous,Communication,Success,No Failure,552000000
228,2001,7,2,Russia,SpaceX,Starship,Baikonur Cosmodrome,21813,285000000,380,364,8,0,Storm,LEO,Communication,Success,No Failure,468000000
229,2001,7,10,Russia,Roscosmos,GSLV Mk III,Satish Dhawan Space Centre,44890,33000000,300,349,9,2,Storm,Sun-Synchronous,Scientific,Success,No Failure,77000000
230,2021,5,19,India,NASA,Falcon 9,Guiana Space Centre,3361,152000000,409,209,9,0,Cloudy,LEO,Communication,Success,No Failure,224000000
231,2022,6,27,UAE,NASA,Ariane 6,Tanegashima Space Center,35075,460000000,398,241,1,4,Clear,Sun-Synchronous,Military,Success,No Failure,544000000
232,2004,9,7,Japan,JAXA,Starship,Tanegashima Space Center,26475,41000000,173,72,4,1,Storm,LEO,Communication,Success,No Failure,148000000
233,2000,3,11,France,SpaceX,H-IIA,Jiuquan Satellite Launch Center,3149,94000000,683,273,4,6,Rain,GEO,Military,Success,No Failure,134000000
234,2000,10,8,India,SpaceX,Falcon Heavy,Guiana Space Centre,4923,304000000,248,89,6,2,Cloudy,LEO,Military,Success,No Failure,373000000
235,2018,11,8,USA,ISRO,Falcon Heavy,Satish Dhawan Space Centre,43080,410000000,878,20,3,0,Cloudy,Polar,Military,Success,No Failure,435000000
236,2001,12,4,UAE,ESA,Soyuz,Jiuquan Satellite Launch Center,35710,263000000,460,315,3,6,Clear,Sun-Synchronous,Scientific,Success,No Failure,323000000
237,2020,7,23,France,JAXA,H-IIA,Baikonur Cosmodrome,8139,275000000,429,141,7,7,Rain,MEO,Military,Success,No Failure,394000000
238,2011,8,23,India,Roscosmos,Falcon 9,Jiuquan Satellite Launch Center,3095,165000000,967,333,0,2,Cloudy,GEO,Communication,Success,No Failure,229000000
239,2025,11,12,UAE,ESA,Soyuz,Guiana Space Centre,22021,434000000,554,175,5,6,Clear,Sun-Synchronous,Weather,Success,No Failure,480000000
240,2005,3,6,Japan,Roscosmos,Falcon Heavy,Guiana Space Centre,46474,446000000,144,50,8,3,Storm,GEO,Military,Success,No Failure,480000000
241,2022,11,25,China,NASA,Falcon Heavy,Tanegashima Space Center,45632,231000000,79,94,12,7,Storm,MEO,Communication,Success,No Failure,268000000
242,2003,5,12,China,CNSA,Ariane 6,Baikonur Cosmodrome,4575,268000000,141,168,12,7,Cloudy,MEO,Communication,Success,No Failure,429000000
243,2022,9,17,USA,CNSA,GSLV Mk III,Tanegashima Space Center,32741,54000000,645,55,12,3,Clear,MEO,Navigation,Success,No Failure,161000000
244,2010,11,13,China,JAXA,Ariane 6,Satish Dhawan Space Centre,10141,346000000,64,51,14,2,Storm,MEO,Communication,Success,No Failure,376000000
245,2023,3,21,India,SpaceX,GSLV Mk III,Satish Dhawan Space Centre,20826,272000000,704,332,1,1,Storm,MEO,Navigation,Success,No Failure,420000000
246,2016,11,6,USA,SpaceX,Ariane 6,Kennedy Space Center,35039,369000000,870,270,4,5,Clear,Polar,Communication,Success,No Failure,431000000
247,2005,3,27,France,NASA,GSLV Mk III,Guiana Space Centre,36960,279000000,509,362,9,7,Storm,LEO,Military,Success,No Failure,379000000
248,2023,3,2,Japan,NASA,Soyuz,Baikonur Cosmodrome,25594,326000000,770,145,9,2,Storm,MEO,Navigation,Success,No Failure,408000000
249,2004,10,6,USA,Roscosmos,Long March 5,Baikonur Cosmodrome,19235,369000000,72,77,8,6,Rain,Sun-Synchronous,Navigation,Failure,Fuel Leak,522000000
250,2019,5,3,France,NASA,H-IIA,Tanegashima Space Center,42595,305000000,375,129,14,2,Clear,Sun-Synchronous,Navigation,Success,No Failure,453000000
251,2001,3,9,USA,JAXA,Falcon 9,Jiuquan Satellite Launch Center,19656,369000000,926,111,10,2,Storm,MEO,Military,Success,No Failure,392000000
252,2005,10,20,Russia,Roscosmos,GSLV Mk III,Jiuquan Satellite Launch Center,34179,200000000,705,1,11,2,Rain,GEO,Weather,Success,No Failure,380000000
253,2021,12,23,Russia,ESA,Starship,Tanegashima Space Center,9507,229000000,136,26,3,1,Storm,MEO,Military,Success,No Failure,317000000
254,2010,12,20,USA,SpaceX,GSLV Mk III,Jiuquan Satellite Launch Center,43422,129000000,242,116,14,4,Clear,Polar,Weather,Success,No Failure,244000000
255,2015,10,1,UAE,SpaceX,Soyuz,Baikonur Cosmodrome,13877,349000000,734,174,8,4,Clear,LEO,Military,Success,No Failure,400000000
256,2015,6,15,China,CNSA,Falcon 9,Tanegashima Space Center,2300,161000000,312,13,7,0,Storm,Sun-Synchronous,Communication,Success,No Failure,256000000
257,2000,12,27,Russia,CNSA,GSLV Mk III,Jiuquan Satellite Launch Center,17692,183000000,478,34,8,7,Cloudy,MEO,Military,Failure,Communication Failure,278000000
258,2008,5,1,UAE,JAXA,Ariane 6,Kennedy Space Center,38401,106000000,856,318,12,7,Rain,LEO,Weather,Success,No Failure,218000000
259,2005,7,13,UAE,SpaceX,Falcon 9,Guiana Space Centre,42029,159000000,409,232,12,1,Storm,LEO,Scientific,Success,No Failure,198000000
260,2015,4,3,Japan,JAXA,Starship,Kennedy Space Center,1469,351000000,611,73,12,1,Cloudy,MEO,Communication,Success,No Failure,425000000
261,2002,3,1,France,ESA,Falcon Heavy,Jiuquan Satellite Launch Center,37347,181000000,482,51,1,6,Rain,LEO,Navigation,Success,No Failure,235000000
262,2019,8,20,India,ESA,Ariane 6,Satish Dhawan Space Centre,16101,45000000,609,211,9,1,Rain,Sun-Synchronous,Military,Success,No Failure,169000000
263,2003,1,8,Russia,ISRO,Falcon 9,Baikonur Cosmodrome,47956,153000000,557,215,4,3,Cloudy,MEO,Communication,Success,No Failure,293000000
264,2018,2,26,USA,Roscosmos,Long March 5,Kennedy Space Center,36587,376000000,98,41,14,1,Rain,GEO,Weather,Success,No Failure,560000000
265,2025,9,26,China,CNSA,GSLV Mk III,Kennedy Space Center,37973,134000000,217,311,9,6,Rain,MEO,Navigation,Success,No Failure,204000000
266,2002,6,12,India,Roscosmos,Ariane 6,Tanegashima Space Center,39879,200000000,728,94,8,6,Storm,Sun-Synchronous,Weather,Success,No Failure,393000000
267,2018,7,6,France,CNSA,Soyuz,Tanegashima Space Center,31155,418000000,490,189,4,6,Cloudy,MEO,Communication,Success,No Failure,435000000
268,2019,2,22,UAE,ISRO,Long March 5,Tanegashima Space Center,15759,381000000,643,135,11,3,Storm,MEO,Communication,Success,No Failure,422000000
269,2006,10,18,France,SpaceX,H-IIA,Jiuquan Satellite Launch Center,887,378000000,624,206,3,4,Storm,MEO,Communication,Success,No Failure,444000000
270,2019,2,9,Russia,JAXA,H-IIA,Satish Dhawan Space Centre,47253,166000000,277,2,7,4,Rain,Polar,Communication,Success,No Failure,329000000
271,2008,6,24,France,Roscosmos,Long March 5,Kennedy Space Center,41335,379000000,263,204,5,3,Cloudy,Polar,Weather,Success,No Failure,458000000
272,2000,8,23,France,CNSA,Soyuz,Guiana Space Centre,46314,450000000,691,241,1,6,Clear,Sun-Synchronous,Scientific,Success,No Failure,535000000
273,2007,5,4,China,Roscosmos,Soyuz,Tanegashima Space Center,2989,234000000,929,258,7,2,Cloudy,LEO,Communication,Success,No Failure,379000000
274,2006,2,20,UAE,SpaceX,H-IIA,Satish Dhawan Space Centre,41975,96000000,203,156,11,7,Rain,MEO,Navigation,Success,No Failure,198000000
275,2017,11,10,China,JAXA,Soyuz,Jiuquan Satellite Launch Center,3390,114000000,803,54,4,4,Clear,MEO,Weather,Failure,Weather,271000000
276,2007,12,10,China,NASA,Long March 5,Satish Dhawan Space Centre,45600,464000000,657,94,6,2,Storm,Polar,Military,Success,No Failure,582000000
277,2000,8,20,USA,CNSA,Falcon 9,Tanegashima Space Center,34710,237000000,456,314,3,6,Clear,GEO,Military,Success,No Failure,387000000
278,2010,6,25,France,NASA,Soyuz,Baikonur Cosmodrome,1222,382000000,938,61,8,0,Clear,Polar,Weather,Success,No Failure,564000000
279,2024,11,13,France,ISRO,Falcon Heavy,Kennedy Space Center,9447,387000000,793,360,1,3,Cloudy,LEO,Weather,Success,No Failure,513000000
280,2024,6,15,France,JAXA,Long March 5,Tanegashima Space Center,35518,71000000,799,168,11,5,Storm,MEO,Communication,Success,No Failure,216000000
281,2017,10,9,Japan,ESA,Long March 5,Guiana Space Centre,35854,293000000,67,274,9,6,Cloudy,MEO,Weather,Success,No Failure,448000000
282,2022,4,9,China,Roscosmos,Long March 5,Kennedy Space Center,41845,463000000,516,25,8,0,Clear,Sun-Synchronous,Navigation,Success,No Failure,626000000
283,2009,1,21,India,CNSA,Starship,Satish Dhawan Space Centre,23010,194000000,393,356,3,3,Rain,GEO,Military,Success,No Failure,236000000
284,2002,9,9,Russia,Roscosmos,Falcon 9,Guiana Space Centre,40041,332000000,373,48,5,0,Rain,Sun-Synchronous,Navigation,Success,No Failure,349000000
285,2006,3,17,UAE,ISRO,Falcon 9,Kennedy Space Center,11707,52000000,295,189,4,0,Clear,GEO,Navigation,Success,No Failure,173000000
286,2015,8,24,India,ISRO,Soyuz,Guiana Space Centre,15573,379000000,109,53,2,1,Rain,GEO,Communication,Success,No Failure,454000000
287,2025,7,4,UAE,Roscosmos,Long March 5,Satish Dhawan Space Centre,13147,435000000,543,241,6,6,Rain,GEO,Weather,Success,No Failure,588000000
288,2015,2,5,USA,CNSA,Ariane 6,Tanegashima Space Center,8690,151000000,691,27,3,6,Cloudy,GEO,Military,Success,No Failure,274000000
289,2024,7,13,USA,JAXA,Long March 5,Guiana Space Centre,37355,444000000,911,59,0,6,Storm,Sun-Synchronous,Military,Success,No Failure,560000000
290,2019,7,24,UAE,SpaceX,Soyuz,Tanegashima Space Center,38346,294000000,98,186,13,5,Rain,MEO,Military,Failure,Navigation Error,346000000
291,2016,5,14,France,JAXA,Falcon 9,Satish Dhawan Space Centre,8642,26000000,727,141,13,4,Storm,MEO,Navigation,Success,No Failure,174000000
292,2001,11,8,India,SpaceX,H-IIA,Satish Dhawan Space Centre,27043,246000000,976,57,7,3,Storm,Sun-Synchronous,Military,Success,No Failure,363000000
293,2000,3,17,France,ESA,Soyuz,Guiana Space Centre,45760,274000000,729,195,2,4,Cloudy,Polar,Military,Success,No Failure,377000000
294,2015,3,27,Japan,JAXA,H-IIA,Guiana Space Centre,36306,301000000,302,106,5,6,Clear,LEO,Navigation,Failure,Navigation Error,354000000
295,2011,4,10,USA,Roscosmos,Soyuz,Satish Dhawan Space Centre,42532,255000000,897,280,11,1,Rain,GEO,Communication,Success,No Failure,400000000
296,2004,8,21,USA,Roscosmos,Soyuz,Guiana Space Centre,27376,362000000,432,168,1,4,Rain,Sun-Synchronous,Navigation,Success,No Failure,445000000
297,2004,8,18,India,CNSA,Soyuz,Guiana Space Centre,14913,373000000,358,335,8,5,Cloudy,GEO,Navigation,Success,No Failure,452000000
298,2022,7,14,USA,Roscosmos,Soyuz,Guiana Space Centre,1268,454000000,625,246,3,7,Cloudy,GEO,Communication,Success,No Failure,591000000
299,2008,6,8,Japan,CNSA,GSLV Mk III,Jiuquan Satellite Launch Center,27755,203000000,594,340,6,3,Clear,GEO,Scientific,Success,No Failure,336000000
300,2008,3,8,Japan,Roscosmos,GSLV Mk III,Guiana Space Centre,42446,218000000,107,214,14,6,Storm,Sun-Synchronous,Scientific,Success,No Failure,292000000
301,2002,10,26,Japan,ISRO,Long March 5,Kennedy Space Center,44566,222000000,867,2,8,1,Clear,MEO,Weather,Success,No Failure,354000000
302,2018,12,18,Russia,NASA,Long March 5,Satish Dhawan Space Centre,6057,454000000,113,304,12,2,Rain,Polar,Weather,Success,No Failure,568000000
303,2015,9,13,Japan,Roscosmos,Ariane 6,Satish Dhawan Space Centre,43819,155000000,948,354,10,1,Cloudy,Polar,Navigation,Success,No Failure,184000000
304,2015,9,28,Japan,NASA,Ariane 6,Baikonur Cosmodrome,49848,416000000,174,182,2,5,Cloudy,Sun-Synchronous,Weather,Success,No Failure,524000000
305,2002,1,16,Russia,SpaceX,GSLV Mk III,Tanegashima Space Center,28120,307000000,110,302,12,3,Storm,LEO,Scientific,Success,No Failure,365000000
306,2019,6,20,France,ESA,Falcon 9,Baikonur Cosmodrome,19191,309000000,429,183,2,0,Rain,Polar,Weather,Success,No Failure,461000000
307,2023,7,18,China,JAXA,Starship,Guiana Space Centre,34657,165000000,810,95,2,4,Cloudy,Polar,Scientific,Success,No Failure,179000000
308,2021,10,4,USA,JAXA,Falcon 9,Guiana Space Centre,40007,226000000,187,156,13,7,Cloudy,GEO,Scientific,Success,No Failure,288000000
309,2023,2,27,Japan,SpaceX,Ariane 6,Kennedy Space Center,11273,74000000,115,180,14,7,Cloudy,Sun-Synchronous,Navigation,Failure,Engine Failure,252000000
310,2000,12,4,USA,Roscosmos,Long March 5,Kennedy Space Center,10763,318000000,228,97,4,5,Cloudy,MEO,Weather,Success,No Failure,412000000
311,2023,9,24,India,JAXA,GSLV Mk III,Kennedy Space Center,13886,427000000,847,277,9,0,Rain,Sun-Synchronous,Weather,Success,No Failure,485000000
312,2019,8,26,USA,CNSA,Falcon 9,Kennedy Space Center,22881,424000000,842,238,5,6,Storm,Sun-Synchronous,Communication,Success,No Failure,534000000
313,2010,4,25,UAE,SpaceX,Starship,Kennedy Space Center,43129,421000000,220,343,2,2,Clear,Polar,Communication,Success,No Failure,506000000
314,2016,9,24,France,ISRO,H-IIA,Kennedy Space Center,15758,417000000,804,298,9,0,Clear,GEO,Scientific,Success,No Failure,494000000
315,2007,9,3,Russia,NASA,Soyuz,Kennedy Space Center,26493,269000000,681,13,8,4,Storm,Sun-Synchronous,Navigation,Success,No Failure,301000000
316,2003,1,13,USA,CNSA,Falcon Heavy,Kennedy Space Center,49085,456000000,393,301,0,0,Storm,MEO,Military,Success,No Failure,491000000
317,2005,1,19,USA,JAXA,GSLV Mk III,Jiuquan Satellite Launch Center,39521,294000000,753,346,6,1,Rain,GEO,Weather,Success,No Failure,351000000
318,2007,4,7,USA,CNSA,GSLV Mk III,Kennedy Space Center,39501,224000000,236,182,10,3,Clear,GEO,Weather,Success,No Failure,421000000
319,2019,7,17,China,Roscosmos,Starship,Satish Dhawan Space Centre,12824,332000000,276,155,8,7,Storm,MEO,Scientific,Success,No Failure,407000000
320,2002,10,9,China,ISRO,Soyuz,Kennedy Space Center,27945,211000000,315,251,4,5,Cloudy,MEO,Scientific,Success,No Failure,364000000
321,2015,9,22,India,NASA,Soyuz,Tanegashima Space Center,26662,355000000,241,281,2,6,Rain,MEO,Weather,Success,No Failure,439000000
322,2024,11,26,Russia,ISRO,Falcon Heavy,Kennedy Space Center,5167,21000000,801,177,12,5,Storm,Sun-Synchronous,Scientific,Success,No Failure,209000000
